Survey Question ID,Survey Question English Text,Response Option,Total,Male,Female,Up to 29,30-49,50 and more,Married,Single,Divorced,No children,1 child,2 children,3 children,4 or more children
Q155,And which would be the next most important?,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q155,And which would be the next most important?,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q155,And which would be the next most important?,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q156,"Here is another list. In your opinion, which one of these is most important?",A stable economy,%44.64,%46.89,%42.38,%44.74,%44.57,%44.64,%44.69,%44.19,%45.16,%44.15,%40.62,%47.28,%47.13,%43.75
Q156,"Here is another list. In your opinion, which one of these is most important?",Progress toward a less impersonal and more humane society,%31.68,%31.9,%31.46,%33.94,%30.94,%30.36,%31.33,%32.82,%24.19,%32.65,%35.42,%32.65,%24.14,%26.92
Q156,"Here is another list. In your opinion, which one of these is most important?",Progress toward a society in which ideas count more than money,%13.71,%12.59,%14.82,%11.64,%15.1,%13.64,%13.69,%13.15,%20.97,%14.07,%15.36,%10.03,%14.56,%18.27
Q156,"Here is another list. In your opinion, which one of these is most important?",The fight against crime,%9.11,%7.95,%10.26,%7.99,%8.93,%10.71,%9.82,%8.17,%9.68,%7.7,%8.59,%9.52,%13.79,%9.62
Q156,"Here is another list. In your opinion, which one of these is most important?",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q156,"Here is another list. In your opinion, which one of these is most important?",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q156,"Here is another list. In your opinion, which one of these is most important?",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q157,And what would be the next most important?,A stable economy,%16.69,%17.23,%16.14,%15.01,%17.4,%17.37,%18.64,%13.79,%11.29,%14.07,%16.41,%21.26,%16.09,%17.31
Q157,And what would be the next most important?,Progress toward a less impersonal and more humane society,%36.89,%36.12,%37.67,%37.03,%37.57,%35.55,%37.01,%35.76,%48.39,%36.55,%39.32,%35.71,%38.31,%35.58
Q157,And what would be the next most important?,Progress toward a society in which ideas count more than money,%25.22,%25.93,%24.5,%26.23,%24.49,%25.32,%23.85,%28.35,%19.35,%27.62,%28.12,%22.62,%20.69,%21.63
Q157,And what would be the next most important?,The fight against crime,%19.09,%19.3,%18.87,%18.09,%19.24,%19.97,%18.77,%19.16,%19.35,%19.1,%15.62,%19.05,%22.61,%21.15
Q157,And what would be the next most important?,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q157,And what would be the next most important?,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q157,And what would be the next most important?,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q158,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Science and technology are making our lives healthier, easier, and more comfortable. Completely disagree Completely agree",Completely disagree,%1.41,%1.49,%1.32,%0.98,%1.38,%1.95,%1.8,%0.77,%0,%0.72,%1.04,%1.53,%2.68,%3.37
Q158,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Science and technology are making our lives healthier, easier, and more comfortable. Completely disagree Completely agree",2,%1.24,%0.91,%1.57,%1.26,%0.92,%1.79,%1.2,%1.15,%0,%1.33,%1.56,%0.17,%1.53,%2.88
Q158,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Science and technology are making our lives healthier, easier, and more comfortable. Completely disagree Completely agree",3,%3.56,%3.89,%3.23,%3.37,%3.68,%3.57,%4.14,%3.07,%0,%2.87,%5.21,%2.21,%4.98,%5.77
Q158,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Science and technology are making our lives healthier, easier, and more comfortable. Completely disagree Completely agree",4,%5.47,%5.55,%5.38,%4.63,%6.26,%5.03,%5.68,%4.73,%6.45,%4.93,%5.99,%4.76,%6.9,%7.21
Q158,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Science and technology are making our lives healthier, easier, and more comfortable. Completely disagree Completely agree",5,%10.81,%11.02,%10.6,%10.66,%10.41,%11.69,%10.89,%11.24,%4.84,%12.01,%9.9,%9.86,%9.96,%10.58
Q158,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Science and technology are making our lives healthier, easier, and more comfortable. Completely disagree Completely agree",6,%12.01,%12.43,%11.59,%12.06,%11.51,%12.82,%12.76,%10.47,%12.9,%10.78,%15.1,%12.07,%13.41,%10.1
Q158,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Science and technology are making our lives healthier, easier, and more comfortable. Completely disagree Completely agree",7,%14.24,%13.17,%15.31,%14.59,%14.09,%14.12,%14.43,%14.56,%14.52,%13.96,%17.71,%14.8,%13.03,%9.13
Q158,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Science and technology are making our lives healthier, easier, and more comfortable. Completely disagree Completely agree",8,%14.45,%12.76,%16.14,%12.9,%14.73,%15.75,%14.76,%13.54,%17.74,%14.27,%14.58,%16.33,%9.58,%15.87
Q158,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Science and technology are making our lives healthier, easier, and more comfortable. Completely disagree Completely agree",9,%10.27,%10.44,%10.1,%10.52,%10.77,%9.09,%9.82,%11.24,%11.29,%11.19,%8.59,%11.56,%9.2,%6.73
Q158,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Science and technology are making our lives healthier, easier, and more comfortable. Completely disagree Completely agree",Completely agree,%25.67,%28.09,%23.26,%27.63,%25.78,%23.21,%23.85,%27.97,%32.26,%26.69,%20.31,%26.7,%26.44,%26.92
Q158,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Science and technology are making our lives healthier, easier, and more comfortable. Completely disagree Completely agree",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q158,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Science and technology are making our lives healthier, easier, and more comfortable. Completely disagree Completely agree",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q158,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Science and technology are making our lives healthier, easier, and more comfortable. Completely disagree Completely agree",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q159,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Because of science and technology, there will be more opportunities for the next generation. Completely disagree Completely agree",Completely disagree,%0.87,%0.83,%0.91,%0.42,%1.2,%0.81,%1.2,%0.38,%0,%0.41,%0.52,%1.02,%1.15,%2.88
Q159,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Because of science and technology, there will be more opportunities for the next generation. Completely disagree Completely agree",2,%0.87,%0.75,%0.99,%0.84,%0.92,%0.81,%0.94,%0.77,%0,%0.82,%1.04,%0.51,%0.77,%1.92
Q159,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Because of science and technology, there will be more opportunities for the next generation. Completely disagree Completely agree",3,%2.69,%2.82,%2.57,%2.66,%2.67,%2.76,%2.87,%2.55,%0,%2.57,%4.69,%1.02,%4.98,%1.44
Q159,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Because of science and technology, there will be more opportunities for the next generation. Completely disagree Completely agree",4,%4.64,%3.81,%5.46,%3.65,%4.7,%5.68,%5.34,%3.19,%3.23,%3.49,%4.95,%3.74,%4.21,%12.5
Q159,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Because of science and technology, there will be more opportunities for the next generation. Completely disagree Completely agree",5,%11.68,%11.6,%11.75,%12.2,%12.62,%9.42,%11.56,%10.86,%22.58,%11.5,%15.62,%9.86,%13.41,%8.17
Q159,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Because of science and technology, there will be more opportunities for the next generation. Completely disagree Completely agree",6,%13.25,%14.0,%12.5,%13.6,%12.98,%13.31,%13.36,%13.54,%8.06,%13.24,%12.5,%13.1,%13.41,%14.9
Q159,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Because of science and technology, there will be more opportunities for the next generation. Completely disagree Completely agree",7,%12.71,%12.92,%12.5,%11.78,%13.08,%13.15,%13.29,%11.88,%12.9,%13.04,%11.72,%13.95,%12.26,%10.1
Q159,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Because of science and technology, there will be more opportunities for the next generation. Completely disagree Completely agree",8,%14.37,%13.84,%14.9,%14.59,%12.52,%17.37,%14.43,%14.81,%11.29,%14.89,%14.58,%14.63,%13.41,%12.02
Q159,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Because of science and technology, there will be more opportunities for the next generation. Completely disagree Completely agree",9,%13.62,%12.68,%14.57,%12.9,%13.72,%14.29,%13.63,%13.54,%16.13,%12.94,%14.06,%17.18,%10.34,%10.1
Q159,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Because of science and technology, there will be more opportunities for the next generation. Completely disagree Completely agree",Completely agree,%24.31,%26.18,%22.43,%25.67,%24.95,%21.59,%22.71,%26.82,%25.81,%25.56,%20.05,%25.0,%24.9,%23.56
Q159,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Because of science and technology, there will be more opportunities for the next generation. Completely disagree Completely agree",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q159,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Because of science and technology, there will be more opportunities for the next generation. Completely disagree Completely agree",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q159,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Because of science and technology, there will be more opportunities for the next generation. Completely disagree Completely agree",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",Completely disagree,%9.32,%10.11,%8.53,%9.68,%9.67,%8.28,%8.42,%10.73,%12.9,%10.27,%4.69,%6.97,%11.11,%17.79
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",2,%3.93,%3.98,%3.89,%3.65,%4.33,%3.57,%3.81,%4.09,%4.84,%4.0,%3.65,%3.57,%3.07,%6.25
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",3,%8.24,%8.37,%8.11,%6.59,%9.3,%8.28,%8.95,%7.41,%6.45,%7.08,%9.64,%9.86,%8.81,%5.77
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",4,%9.9,%9.36,%10.43,%11.92,%9.12,%8.93,%8.55,%11.88,%16.13,%11.19,%9.64,%9.35,%8.05,%8.17
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",5,%15.86,%15.49,%16.23,%16.13,%15.19,%16.72,%16.03,%15.71,%9.68,%15.5,%17.97,%15.48,%18.77,%11.06
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",6,%14.16,%14.91,%13.41,%14.59,%14.36,%13.31,%13.89,%14.3,%16.13,%15.2,%14.06,%13.1,%13.79,%12.98
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",7,%12.13,%12.1,%12.17,%11.36,%12.8,%11.85,%12.49,%11.11,%17.74,%11.7,%13.28,%13.61,%9.2,%11.54
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",8,%10.1,%10.19,%10.02,%10.52,%9.58,%10.55,%10.42,%9.83,%3.23,%10.37,%12.24,%9.52,%9.58,%7.21
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",9,%6.5,%6.79,%6.21,%6.17,%5.8,%8.12,%7.28,%5.49,%4.84,%6.26,%7.03,%7.82,%5.36,%4.33
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",Completely agree,%6.09,%5.88,%6.29,%4.63,%6.35,%7.31,%7.08,%4.6,%1.61,%4.0,%5.21,%9.18,%7.28,%7.21
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",Completely disagree,%9.03,%9.36,%8.69,%8.7,%9.76,%8.12,%7.68,%10.73,%17.74,%10.88,%6.77,%7.31,%9.58,%8.65
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",2,%4.1,%3.98,%4.22,%3.65,%4.97,%3.08,%4.34,%3.58,%4.84,%3.59,%4.69,%4.25,%3.07,%6.25
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",3,%7.37,%6.96,%7.78,%7.71,%7.55,%6.66,%7.41,%7.28,%8.06,%6.78,%7.55,%7.14,%9.58,%7.69
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",4,%10.19,%9.36,%11.01,%9.4,%9.67,%12.01,%10.55,%9.07,%17.74,%9.45,%12.24,%11.22,%9.2,%8.17
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",5,%16.11,%15.99,%16.23,%18.09,%16.48,%13.15,%14.9,%19.03,%16.13,%18.58,%18.75,%13.44,%13.03,%11.06
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",6,%15.11,%15.16,%15.07,%17.39,%14.0,%14.45,%14.63,%16.6,%8.06,%16.74,%14.32,%15.31,%12.26,%12.02
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",7,%12.01,%12.84,%11.18,%10.38,%12.34,%13.31,%12.56,%10.6,%12.9,%11.09,%12.76,%13.27,%11.49,%12.02
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",8,%9.23,%10.02,%8.44,%9.12,%9.12,%9.58,%9.89,%8.43,%4.84,%8.93,%10.16,%9.86,%8.81,%7.69
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",9,%6.5,%6.05,%6.95,%5.33,%6.08,%8.6,%7.35,%4.98,%4.84,%4.62,%7.03,%8.16,%8.43,%7.21
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",Completely agree,%6.46,%7.04,%5.88,%5.75,%6.81,%6.66,%7.08,%5.49,%0,%5.34,%3.12,%7.14,%11.49,%9.62
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",Completely disagree,%13.62,%14.0,%13.25,%13.18,%14.64,%12.34,%12.42,%15.2,%20.97,%14.78,%9.38,%12.24,%16.48,%16.35
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",2,%6.79,%6.88,%6.71,%7.71,%6.81,%5.68,%5.48,%8.56,%14.52,%7.7,%4.95,%6.97,%6.9,%5.29
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",3,%9.61,%10.11,%9.11,%9.54,%10.04,%8.93,%9.75,%9.45,%6.45,%9.14,%10.42,%9.69,%9.2,%10.58
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",4,%10.89,%10.77,%11.01,%10.94,%10.68,%11.2,%11.16,%10.34,%11.29,%9.65,%13.54,%12.93,%6.9,%11.06
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",5,%15.49,%14.83,%16.14,%14.45,%16.85,%14.29,%15.56,%15.07,%14.52,%16.22,%19.27,%13.78,%13.79,%12.02
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",6,%13.17,%13.5,%12.83,%13.18,%13.35,%12.82,%13.16,%13.67,%9.68,%13.86,%13.8,%13.27,%11.88,%10.1
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",7,%10.43,%11.35,%9.52,%11.92,%9.39,%10.55,%10.35,%10.47,%9.68,%11.09,%10.94,%10.37,%8.05,%9.62
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",8,%8.16,%7.54,%8.77,%7.01,%8.56,%8.77,%9.69,%5.75,%3.23,%6.16,%9.38,%9.18,%11.11,%8.65
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",9,%5.96,%5.97,%5.96,%6.59,%4.97,%6.98,%6.28,%5.62,%8.06,%5.95,%5.47,%6.63,%6.51,%4.33
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",Completely agree,%3.69,%3.65,%3.73,%3.51,%2.85,%5.36,%3.87,%3.7,%0,%3.49,%1.82,%3.4,%6.51,%5.29
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",A lot worse off,%1.61,%1.49,%1.74,%1.12,%1.57,%2.27,%2.2,%0.77,%0,%0.62,%2.34,%1.02,%1.92,%6.25
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",2,%1.24,%0.99,%1.49,%0.98,%0.92,%2.11,%1.54,%0.77,%0,%0.82,%0.52,%1.36,%2.3,%2.88
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",3,%3.81,%2.9,%4.72,%3.09,%3.78,%4.71,%4.21,%3.19,%0,%2.98,%3.65,%2.55,%7.28,%7.21
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",4,%6.0,%5.72,%6.29,%5.89,%5.43,%7.14,%6.28,%4.6,%9.68,%4.93,%5.47,%6.12,%7.28,%10.1
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",5,%13.37,%14.08,%12.67,%12.62,%15.56,%10.39,%14.23,%12.9,%8.06,%12.73,%15.89,%12.93,%16.09,%9.62
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",6,%15.69,%16.16,%15.23,%15.43,%15.75,%15.91,%16.23,%14.81,%16.13,%15.81,%16.41,%17.69,%10.73,%14.42
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",7,%16.15,%16.98,%15.31,%17.39,%15.38,%16.07,%15.5,%17.24,%14.52,%16.84,%15.36,%15.82,%17.62,%13.46
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",8,%16.98,%15.82,%18.13,%15.57,%17.13,%18.34,%17.23,%16.09,%19.35,%17.15,%17.97,%19.56,%14.18,%10.58
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",9,%9.11,%10.02,%8.2,%9.26,%9.3,%8.6,%8.28,%11.37,%8.06,%10.27,%8.59,%9.18,%5.75,%8.65
