Cinsiyet,Yaş Grubu,Medeni Durum,Çocuk Sahipliği,Eğitim Düzeyi,İş Durumu,Sosyal Sınıf,Yerleşim Yeri,Count,Prompt
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","5,000’den daha az kişi",1,"Ahmet, 34 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 1900 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",8,"Ahmet, 40 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 55000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",20,"Ahmet, 45 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 120000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","500,000 veya daha fazla kişi",8,"Ahmet, 40 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 1200000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Alt sınıf,"5,000’den daha az kişi",1,"Ahmet, 43 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 3200 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Alt sınıf,"20,000 - 99,999 kişi arası",1,"Ahmet, 37 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 91000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Alt sınıf,"100,000 - 499,999 kişi arası",1,"Ahmet, 36 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 340000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Alt sınıf,"500,000 veya daha fazla kişi",1,"Ahmet, 36 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 4700000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Ücretli ve yarı zamanlı (yani haftada 30 saatten az) çalışıyor,"Çalışan, işçi, emekçi sınıfı","500,000 veya daha fazla kişi",1,"Ahmet, 38 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 1500000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,"5,000 - 19,999 kişi arası",1,"Ahmet, 48 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 9000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,"20,000 - 99,999 kişi arası",1,"Ahmet, 32 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 70000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",12,"Ahmet, 32 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 400000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,"500,000 veya daha fazla kişi",1,"Ahmet, 41 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 2800000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Kendi işinin sahibi,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",1,"Ahmet, 37 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 410000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Kendi işinin sahibi,Orta sınıfın alt kısmında,"500,000 veya daha fazla kişi",2,"Ahmet, 38 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 3800000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Kendi işinin sahibi,"Çalışan, işçi, emekçi sınıfı","5,000’den daha az kişi",1,"Ahmet, 38 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 3400 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Kendi işinin sahibi,"Çalışan, işçi, emekçi sınıfı","5,000 - 19,999 kişi arası",2,"Ahmet, 33 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 10000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Kendi işinin sahibi,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",1,"Ahmet, 42 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 65000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Kendi işinin sahibi,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",2,"Ahmet, 32 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 140000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Kendi işinin sahibi,"Çalışan, işçi, emekçi sınıfı","500,000 veya daha fazla kişi",1,"Ahmet, 41 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 1500000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Kendi işinin sahibi,Alt sınıf,"5,000’den daha az kişi",2,"Ahmet, 45 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 3800 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Kendi işinin sahibi,Alt sınıf,"20,000 - 99,999 kişi arası",1,"Ahmet, 42 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 25000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Kendi işinin sahibi,Alt sınıf,"100,000 - 499,999 kişi arası",1,"Ahmet, 35 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 270000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Emekli,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",1,"Ahmet, 47 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 480000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Emekli,Orta sınıfın alt kısmında,"20,000 - 99,999 kişi arası",1,"Ahmet, 30 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 86000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Emekli,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",1,"Ahmet, 42 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 160000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,Emekli,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",2,"Ahmet, 49 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 220000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,İşsiz/iş arıyor,Orta sınıfın alt kısmında,"500,000 veya daha fazla kişi",1,"Ahmet, 33 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 4000000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,İşsiz/iş arıyor,Alt sınıf,"5,000’den daha az kişi",1,"Ahmet, 45 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 1100 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,İlkokul mezunu,İşsiz/iş arıyor,Alt sınıf,"100,000 - 499,999 kişi arası",3,"Ahmet, 35 yaşında evli bir erkek, çocuk sahibi, i̇lkokul mezunu, 460000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokuldan ayrılmış,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"20,000 - 99,999 kişi arası",1,"Ahmet, 41 yaşında evli bir erkek, çocuk sahibi, ortaokuldan ayrılmış, 95000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokuldan ayrılmış,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",1,"Ahmet, 32 yaşında evli bir erkek, çocuk sahibi, ortaokuldan ayrılmış, 290000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokuldan ayrılmış,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",2,"Ahmet, 34 yaşında evli bir erkek, çocuk sahibi, ortaokuldan ayrılmış, 150000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokuldan ayrılmış,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Alt sınıf,"5,000’den daha az kişi",1,"Ahmet, 34 yaşında evli bir erkek, çocuk sahibi, ortaokuldan ayrılmış, 1900 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokuldan ayrılmış,Kendi işinin sahibi,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",2,"Ahmet, 44 yaşında evli bir erkek, çocuk sahibi, ortaokuldan ayrılmış, 270000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokuldan ayrılmış,Kendi işinin sahibi,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",1,"Ahmet, 41 yaşında evli bir erkek, çocuk sahibi, ortaokuldan ayrılmış, 69000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokuldan ayrılmış,Kendi işinin sahibi,Alt sınıf,"100,000 - 499,999 kişi arası",1,"Ahmet, 36 yaşında evli bir erkek, çocuk sahibi, ortaokuldan ayrılmış, 440000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"20,000 - 99,999 kişi arası",2,"Ahmet, 40 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 55000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",2,"Ahmet, 45 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 130000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"500,000 veya daha fazla kişi",1,"Ahmet, 46 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 1000000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"5,000’den daha az kişi",1,"Ahmet, 41 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 1900 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"5,000 - 19,999 kişi arası",1,"Ahmet, 31 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 6000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"20,000 - 99,999 kişi arası",4,"Ahmet, 44 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 34000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",8,"Ahmet, 47 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 490000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"500,000 veya daha fazla kişi",3,"Ahmet, 47 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 4500000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","5,000 - 19,999 kişi arası",2,"Ahmet, 39 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 11000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",3,"Ahmet, 42 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 79000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",8,"Ahmet, 31 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 240000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","500,000 veya daha fazla kişi",3,"Ahmet, 43 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 1800000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Alt sınıf,"5,000’den daha az kişi",1,"Ahmet, 35 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 900 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Alt sınıf,"100,000 - 499,999 kişi arası",1,"Ahmet, 36 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 400000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve yarı zamanlı (yani haftada 30 saatten az) çalışıyor,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",1,"Ahmet, 39 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 280000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve yarı zamanlı (yani haftada 30 saatten az) çalışıyor,Alt sınıf,"100,000 - 499,999 kişi arası",1,"Ahmet, 38 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 140000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,"20,000 - 99,999 kişi arası",1,"Ahmet, 34 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 38000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",1,"Ahmet, 49 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 120000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Kendi işinin sahibi,Orta sınıfın alt kısmında,"20,000 - 99,999 kişi arası",1,"Ahmet, 48 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 99000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Kendi işinin sahibi,Orta sınıfın alt kısmında,"500,000 veya daha fazla kişi",1,"Ahmet, 37 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 4800000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Kendi işinin sahibi,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",2,"Ahmet, 40 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 26000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Kendi işinin sahibi,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",2,"Ahmet, 46 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 290000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Kendi işinin sahibi,"Çalışan, işçi, emekçi sınıfı","500,000 veya daha fazla kişi",1,"Ahmet, 34 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 4200000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,İşsiz/iş arıyor,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",2,"Ahmet, 48 yaşında evli bir erkek, çocuk sahibi, ortaokul mezunu, 250000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Üst sınıf,"100,000 - 499,999 kişi arası",1,"Ahmet, 43 yaşında evli bir erkek, çocuk sahibi, lise mezunu, 470000 nüfusa sahip bir şehirde yaşıyor ve kendisini üst sınıf olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"5,000 - 19,999 kişi arası",1,"Ahmet, 31 yaşında evli bir erkek, çocuk sahibi, lise mezunu, 8000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"20,000 - 99,999 kişi arası",4,"Ahmet, 49 yaşında evli bir erkek, çocuk sahibi, lise mezunu, 76000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",5,"Ahmet, 46 yaşında evli bir erkek, çocuk sahibi, lise mezunu, 140000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"500,000 veya daha fazla kişi",1,"Ahmet, 32 yaşında evli bir erkek, çocuk sahibi, lise mezunu, 4400000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"5,000’den daha az kişi",1,"Ahmet, 33 yaşında evli bir erkek, çocuk sahibi, lise mezunu, 1700 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"20,000 - 99,999 kişi arası",5,"Ahmet, 31 yaşında evli bir erkek, çocuk sahibi, lise mezunu, 70000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",8,"Ahmet, 43 yaşında evli bir erkek, çocuk sahibi, lise mezunu, 460000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"500,000 veya daha fazla kişi",2,"Ahmet, 31 yaşında evli bir erkek, çocuk sahibi, lise mezunu, 900000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Erkek,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","5,000 - 19,999 kişi arası",1,"Ahmet, 41 yaşında evli bir erkek, çocuk sahibi, lise mezunu, 6000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
