Turkish Question ID,Turkish Question Text,Turkish Response Options,English Question ID,English Question Text,English Response Options
Q221,"Seçimlerde siz her zaman mı oy kullanırsınız, genellikle mi, yoksa hiçbir zaman mı? Lütfen yerel (belediye başkanlığı vs.) ve genel seçimler için ayrı ayrı söyleyiniz. Yerel seçimler","['Her zaman', 'Genellikle', 'Hiçbir zaman', 'Oy kullanma hakkım yok', 'Fikri Yok', 'Cevap Yok']",Q221,"When elections take place, do you vote always, usually or never? Please tell me separately for each of the following levels: Local level","['Always', 'Usually', 'Never', 'Not allowed to vote']"
Q222,"Seçimlerde siz her zaman mı oy kullanırsınız, genellikle mi, yoksa hiçbir zaman mı? Lütfen yerel (belediye başkanlığı vs.) ve genel seçimler için ayrı ayrı söyleyiniz. Genel seçimler","['Her zaman', 'Genellikle', 'Hiçbir zaman', 'Oy kullanma hakkım yok', 'Fikri Yok', 'Cevap Yok']",Q222,"When elections take place, do you vote always, usually or never? Please tell me separately for each of the following levels: National level","['Always', 'Usually', 'Never', 'Not allowed to vote']"
Q223,"Yarın bir genel seçim olsaydı, siz hangi partiye oy verirdiniz?","['AKP (Adalet ve Kalkınma Partisi)', 'CHP (Cumhuriyet Halk Partisi)', ' MHP (Milliyetçi Hareket Partisi)', 'HDP (Halkların Demokratik Partisi)', 'SP (Saadet Partisi)', 'İP (İyi Parti - Meral Akşener’in kurduğu yeni parti)', 'Diğer (belirtiniz………………………………………………)', 'Fikri Yok', 'Cevap Yok']",Q223,"If there were a national election tomorrow, for which party on this list would you vote? Just call out the number on this card. If DON'T KNOW: Which party appeals to you most?",[]
Q224,"Şimdi, ülkemizdeki seçimlerle ilgili bazı ifadeler okuyacağım. Size göre bu sayacaklarıma ülkemizdeki seçimlerde ne kadar rastlanır? Çok sık mı, az sıklıkta mı rastlanır? Yoksa pek sık rastlanmaz mı, ya da hemen hemen hiç mi rastlanmaz? Oylar âdil (dürüst) bir şekilde sayılır","['Çok Sık', 'Az Sıklıkta', 'Pek sık rastlanmaz', 'Hiç rastlanmaz', 'Fikri Yok', 'Cevap Yok']",Q224,"In your view, how often do the following things occur in this country’s elections? Votes are counted fairly","['Very often', 'Fairly often', 'Not often', 'Not at all often']"
Q225,"Şimdi, ülkemizdeki seçimlerle ilgili bazı ifadeler okuyacağım. Size göre bu sayacaklarıma ülkemizdeki seçimlerde ne kadar rastlanır? Çok sık mı, az sıklıkta mı rastlanır? Yoksa pek sık rastlanmaz mı, ya da hemen hemen hiç mi rastlanmaz? Muhalif adayların seçime katılması engellenir","['Çok Sık', 'Az Sıklıkta', 'Pek sık rastlanmaz', 'Hiç rastlanmaz', 'Fikri Yok', 'Cevap Yok']",Q225,"In your view, how often do the following things occur in this country’s elections? Opposition candidates are prevented from running","['Very often', 'Fairly often', 'Not often', 'Not at all often']"
Q226,"Şimdi, ülkemizdeki seçimlerle ilgili bazı ifadeler okuyacağım. Size göre bu sayacaklarıma ülkemizdeki seçimlerde ne kadar rastlanır? Çok sık mı, az sıklıkta mı rastlanır? Yoksa pek sık rastlanmaz mı, ya da hemen hemen hiç mi rastlanmaz? Televizyon haberleri iktidar yanlısıdır","['Çok Sık', 'Az Sıklıkta', 'Pek sık rastlanmaz', 'Hiç rastlanmaz', 'Fikri Yok', 'Cevap Yok']",Q226,"In your view, how often do the following things occur in this country’s elections? TV news favors the governing party","['Very often', 'Fairly often', 'Not often', 'Not at all often']"
Q227,"Şimdi, ülkemizdeki seçimlerle ilgili bazı ifadeler okuyacağım. Size göre bu sayacaklarıma ülkemizdeki seçimlerde ne kadar rastlanır? Çok sık mı, az sıklıkta mı rastlanır? Yoksa pek sık rastlanmaz mı, ya da hemen hemen hiç mi rastlanmaz? Seçmenlere rüşvet verilir","['Çok Sık', 'Az Sıklıkta', 'Pek sık rastlanmaz', 'Hiç rastlanmaz', 'Fikri Yok', 'Cevap Yok']",Q227,"In your view, how often do the following things occur in this country’s elections? Voters are bribed","['Very often', 'Fairly often', 'Not often', 'Not at all often']"
Q228,"Şimdi, ülkemizdeki seçimlerle ilgili bazı ifadeler okuyacağım. Size göre bu sayacaklarıma ülkemizdeki seçimlerde ne kadar rastlanır? Çok sık mı, az sıklıkta mı rastlanır? Yoksa pek sık rastlanmaz mı, ya da hemen hemen hiç mi rastlanmaz? Gazeteciler seçim haberlerini tarafsız olarak verirler","['Çok Sık', 'Az Sıklıkta', 'Pek sık rastlanmaz', 'Hiç rastlanmaz', 'Fikri Yok', 'Cevap Yok']",Q228,"In your view, how often do the following things occur in this country’s elections? Journalists provide fair coverage of elections","['Very often', 'Fairly often', 'Not often', 'Not at all often']"
Q229,"Şimdi, ülkemizdeki seçimlerle ilgili bazı ifadeler okuyacağım. Size göre bu sayacaklarıma ülkemizdeki seçimlerde ne kadar rastlanır? Çok sık mı, az sıklıkta mı rastlanır? Yoksa pek sık rastlanmaz mı, ya da hemen hemen hiç mi rastlanmaz? Seçimleri gözetleyen/denetleyen yetkililer âdil davranırlar","['Çok Sık', 'Az Sıklıkta', 'Pek sık rastlanmaz', 'Hiç rastlanmaz', 'Fikri Yok', 'Cevap Yok']",Q229,"In your view, how often do the following things occur in this country’s elections? Election officials are fair","['Very often', 'Fairly often', 'Not often', 'Not at all often']"
Q230,"Şimdi, ülkemizdeki seçimlerle ilgili bazı ifadeler okuyacağım. Size göre bu sayacaklarıma ülkemizdeki seçimlerde ne kadar rastlanır? Çok sık mı, az sıklıkta mı rastlanır? Yoksa pek sık rastlanmaz mı, ya da hemen hemen hiç mi rastlanmaz? Zenginler seçimleri satın alabilir","['Çok Sık', 'Az Sıklıkta', 'Pek sık rastlanmaz', 'Hiç rastlanmaz', 'Fikri Yok', 'Cevap Yok']",Q230,"In your view, how often do the following things occur in this country’s elections? Rich people buy elections","['Very often', 'Fairly often', 'Not often', 'Not at all often']"
Q231,"Şimdi, ülkemizdeki seçimlerle ilgili bazı ifadeler okuyacağım. Size göre bu sayacaklarıma ülkemizdeki seçimlerde ne kadar rastlanır? Çok sık mı, az sıklıkta mı rastlanır? Yoksa pek sık rastlanmaz mı, ya da hemen hemen hiç mi rastlanmaz? Sandığa giden seçmenler şiddet tehdidiyle karşılaşır","['Çok Sık', 'Az Sıklıkta', 'Pek sık rastlanmaz', 'Hiç rastlanmaz', 'Fikri Yok', 'Cevap Yok']",Q231,"In your view, how often do the following things occur in this country’s elections? Voters are threatened with violence at the polls","['Very often', 'Fairly often', 'Not often', 'Not at all often']"
Q232,"Şimdi, ülkemizdeki seçimlerle ilgili bazı ifadeler okuyacağım. Size göre bu sayacaklarıma ülkemizdeki seçimlerde ne kadar rastlanır? Çok sık mı, az sıklıkta mı rastlanır? Yoksa pek sık rastlanmaz mı, ya da hemen hemen hiç mi rastlanmaz? Seçimlerde, seçmenlere gerçek bir seçim yapma olanağı sunulur","['Çok Sık', 'Az Sıklıkta', 'Pek sık rastlanmaz', 'Hiç rastlanmaz', 'Fikri Yok', 'Cevap Yok']",Q232,"In your view, how often do the following things occur in this country’s elections? Voters are offered a genuine choice in the elections","['Very often', 'Fairly often', 'Not often', 'Not at all often']"
Q233,"Şimdi, ülkemizdeki seçimlerle ilgili bazı ifadeler okuyacağım. Size göre bu sayacaklarıma ülkemizdeki seçimlerde ne kadar rastlanır? Çok sık mı, az sıklıkta mı rastlanır? Yoksa pek sık rastlanmaz mı, ya da hemen hemen hiç mi rastlanmaz? Kadınlar da aday olabilmek için eşit şansa sahiptir","['Çok Sık', 'Az Sıklıkta', 'Pek sık rastlanmaz', 'Hiç rastlanmaz', 'Fikri Yok', 'Cevap Yok']",Q233,"In your view, how often do the following things occur in this country’s elections? Women have equal opportunities to run the office","['Very often', 'Fairly often', 'Not often', 'Not at all often']"
Q234,"Bazı insanlar, ülkede dürüst/âdil seçimler olmasının hayatlarında önemli bir fark yarattığını düşünür. Bazıları ise bunun fazla önemli olmadığını düşünür. Siz, dürüst ve âdil seçimlerin sizin şahsınız için ne kadar önem taşıdığını düşünürsünüz? Çok önemli mi, biraz önemli mi? Pek önemli değil mi, yoksa hiç mi önemli değil?","['Çok önemli', 'Biraz önemli', 'Pek önemli değil', 'Hiç önemli değil', 'Fikri Yok', 'Cevap Yok']",Q234,"Some people think that having honest elections makes a lot of difference in their lives; other people think that it doesn’t matter much. How important would you say is having honest elections for you —very important, rather important, not very important or not at all important?","['Very important', 'Rather important', 'Not very important', 'Not at all important']"
Q235,"Şimdi size bazı siyasal sistemler sayacağım ve her birinin bu ülkeyi yönetmek açısından ne kadar iyi olduğunu soracağım. Her biri için “çok iyi”, “iyi”, “kötü” veya “çok kötü” şeklinde fikrinizi belirtiniz. Parlamentoyla, seçimlerle uğraşmak zorunda kalmayan güçlü bir lidere sahip olmak","['Çok İyi', 'İyi', 'Kötü', 'Çok Kötü', 'Fikri Yok', 'Cevap Yok']",Q235,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a strong leader who does not have to bother with parliament and elections","['Very good', 'Fairly bad', 'Fairly bad', 'Very bad']"
Q236,"Şimdi size bazı siyasal sistemler sayacağım ve her birinin bu ülkeyi yönetmek açısından ne kadar iyi olduğunu soracağım. Her biri için “çok iyi”, “iyi”, “kötü” veya “çok kötü” şeklinde fikrinizi belirtiniz. Hükümet yerine uzmanların, ülke için en iyi olduğuna inandıkları şeyleri yapmaları","['Çok İyi', 'İyi', 'Kötü', 'Çok Kötü', 'Fikri Yok', 'Cevap Yok']",Q236,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having experts, not government, make decisions according to what they think is best for the country","['Very good', 'Fairly bad', 'Fairly bad', 'Very bad']"
,,,Q237,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having the army rule","['Very good', 'Fairly bad', 'Fairly bad', 'Very bad']"
Q238,"Şimdi size bazı siyasal sistemler sayacağım ve her birinin bu ülkeyi yönetmek açısından ne kadar iyi olduğunu soracağım. Her biri için “çok iyi”, “iyi”, “kötü” veya “çok kötü” şeklinde fikrinizi belirtiniz. Demokratik bir siyasal sistemle yönetim","['Çok İyi', 'İyi', 'Kötü', 'Çok Kötü', 'Fikri Yok', 'Cevap Yok']",Q238,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a democratic political system","['Very good', 'Fairly bad', 'Fairly bad', 'Very bad']"
Q239,"Şimdi size bazı siyasal sistemler sayacağım ve her birinin bu ülkeyi yönetmek açısından ne kadar iyi olduğunu soracağım. Her biri için “çok iyi”, “iyi”, “kötü” veya “çok kötü” şeklinde fikrinizi belirtiniz. Siyasi partiler ve seçimlerin olmadığı bir dini sistemle yönetilmek","['Çok İyi', 'İyi', 'Kötü', 'Çok Kötü', 'Fikri Yok', 'Cevap Yok']",Q239,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a system governed by religious law in which there are no political parties or elections","['Very good', 'Fairly bad', 'Fairly bad', 'Very bad']"
Q240,"Siyasi konularda “sol”dan ve “sağ”dan bahsedildiğini sık sık duyuyoruz. Aşağıda 10 puanlık bir sol-sağ cetveli var. Burada “1” en solu, “10” ise en sağı gösteriyor. Sizin kendi görüşleriniz bu cetvelin neresinde yer alır?","['Sol', '2', '3', '4', '5', '6', '7', '8', '9', 'Sağ', 'Fikri Yok', 'Cevap Yok']",Q240,"In political matters, people talk of ""the left"" and ""the right."" How would you place your views on this scale, generally speaking?","['Left', '2', '3', '4', '5', '6', '7', '8', '9', 'Right']"
Q241,"Arzulanabilir olan her şey demokrasinin temel özelliği olmayabilir. Şimdi sayacaklarımdan hangileri sizce, demokrasinin temel özelliklerindendir. Cetvelde “1” puan “hiçbir şekilde demokrasinin temel özelliği değildir”, “10” puan ise, “kesin olarak demokrasinin temel bir özelliğidir” anlamına gelmektedir. Devletin zenginlerden vergi alıp, yoksulları desteklemesi","['Hiçbir şekilde demokrasinin temel özelliği değil', '2', '3', '4', '5', '6', '7', '8', '9', 'Kesinlikle demokrasinin temel bir özelliği', 'Fikri Yok', 'Cevap Yok']",Q241,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Governments tax the rich and subsidize the poor.","['Not an essential characteristic of democracy', '2', '3', '4', '5', '6', '7', '8', '9', 'An essential characteristic of democracy']"
Q242,"Arzulanabilir olan her şey demokrasinin temel özelliği olmayabilir. Şimdi sayacaklarımdan hangileri sizce, demokrasinin temel özelliklerindendir. Cetvelde “1” puan “hiçbir şekilde demokrasinin temel özelliği değildir”, “10” puan ise, “kesin olarak demokrasinin temel bir özelliğidir” anlamına gelmektedir. Din bilginlerinin yasaları yorumlaması","['Hiçbir şekilde demokrasinin temel özelliği değil', '2', '3', '4', '5', '6', '7', '8', '9', 'Kesinlikle demokrasinin temel bir özelliği', 'Fikri Yok', 'Cevap Yok']",Q242,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Religious authorities ultimately interpret the laws.","['Not an essential characteristic of democracy', '2', '3', '4', '5', '6', '7', '8', '9', 'An essential characteristic of democracy']"
Q243,"Arzulanabilir olan her şey demokrasinin temel özelliği olmayabilir. Şimdi sayacaklarımdan hangileri sizce, demokrasinin temel özelliklerindendir. Cetvelde “1” puan “hiçbir şekilde demokrasinin temel özelliği değildir”, “10” puan ise, “kesin olarak demokrasinin temel bir özelliğidir” anlamına gelmektedir. Yurttaşların liderlerini, özgür seçimler aracılığıyla seçebilmesi","['Hiçbir şekilde demokrasinin temel özelliği değil', '2', '3', '4', '5', '6', '7', '8', '9', 'Kesinlikle demokrasinin temel bir özelliği', 'Fikri Yok', 'Cevap Yok']",Q243,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” People choose their leaders in free elections.","['Not an essential characteristic of democracy', '2', '3', '4', '5', '6', '7', '8', '9', 'An essential characteristic of democracy']"
Q244,"Arzulanabilir olan her şey demokrasinin temel özelliği olmayabilir. Şimdi sayacaklarımdan hangileri sizce, demokrasinin temel özelliklerindendir. Cetvelde “1” puan “hiçbir şekilde demokrasinin temel özelliği değildir”, “10” puan ise, “kesin olarak demokrasinin temel bir özelliğidir” anlamına gelmektedir. Yurttaşların devletten işsizlik sigortası alabilmesi","['Hiçbir şekilde demokrasinin temel özelliği değil', '2', '3', '4', '5', '6', '7', '8', '9', 'Kesinlikle demokrasinin temel bir özelliği', 'Fikri Yok', 'Cevap Yok']",Q244,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” People receive state aid for unemployment.","['Not an essential characteristic of democracy', '2', '3', '4', '5', '6', '7', '8', '9', 'An essential characteristic of democracy']"
,,,Q245,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” The army takes over when government is incompetent.","['Not an essential characteristic of democracy', '2', '3', '4', '5', '6', '7', '8', '9', 'An essential characteristic of democracy']"
Q246,"Arzulanabilir olan her şey demokrasinin temel özelliği olmayabilir. Şimdi sayacaklarımdan hangileri sizce, demokrasinin temel özelliklerindendir. Cetvelde “1” puan “hiçbir şekilde demokrasinin temel özelliği değildir”, “10” puan ise, “kesin olarak demokrasinin temel bir özelliğidir” anlamına gelmektedir. Temel hakların insanları devlet baskısından koruması","['Hiçbir şekilde demokrasinin temel özelliği değil', '2', '3', '4', '5', '6', '7', '8', '9', 'Kesinlikle demokrasinin temel bir özelliği', 'Fikri Yok', 'Cevap Yok']",Q246,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Civil rights protect people from state oppression.","['Not an essential characteristic of democracy', '2', '3', '4', '5', '6', '7', '8', '9', 'An essential characteristic of democracy']"
Q247,"Arzulanabilir olan her şey demokrasinin temel özelliği olmayabilir. Şimdi sayacaklarımdan hangileri sizce, demokrasinin temel özelliklerindendir. Cetvelde “1” puan “hiçbir şekilde demokrasinin temel özelliği değildir”, “10” puan ise, “kesin olarak demokrasinin temel bir özelliğidir” anlamına gelmektedir. Devletin, insanların gelirlerini eşit düzeye getirmesi","['Hiçbir şekilde demokrasinin temel özelliği değil', '2', '3', '4', '5', '6', '7', '8', '9', 'Kesinlikle demokrasinin temel bir özelliği', 'Fikri Yok', 'Cevap Yok']",Q247,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” The state makes people’s incomes equal.","['Not an essential characteristic of democracy', '2', '3', '4', '5', '6', '7', '8', '9', 'An essential characteristic of democracy']"
Q248,"Arzulanabilir olan her şey demokrasinin temel özelliği olmayabilir. Şimdi sayacaklarımdan hangileri sizce, demokrasinin temel özelliklerindendir. Cetvelde “1” puan “hiçbir şekilde demokrasinin temel özelliği değildir”, “10” puan ise, “kesin olarak demokrasinin temel bir özelliğidir” anlamına gelmektedir. İnsanların, yöneticileri itaat etmesi, sözünden çıkmaması","['Hiçbir şekilde demokrasinin temel özelliği değil', '2', '3', '4', '5', '6', '7', '8', '9', 'Kesinlikle demokrasinin temel bir özelliği', 'Fikri Yok', 'Cevap Yok']",Q248,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” People obey their rulers.","['Not an essential characteristic of democracy', '2', '3', '4', '5', '6', '7', '8', '9', 'An essential characteristic of democracy']"
Q249,"Arzulanabilir olan her şey demokrasinin temel özelliği olmayabilir. Şimdi sayacaklarımdan hangileri sizce, demokrasinin temel özelliklerindendir. Cetvelde “1” puan “hiçbir şekilde demokrasinin temel özelliği değildir”, “10” puan ise, “kesin olarak demokrasinin temel bir özelliğidir” anlamına gelmektedir. Kadınların erkeklerle aynı haklara sahip olması","['Hiçbir şekilde demokrasinin temel özelliği değil', '2', '3', '4', '5', '6', '7', '8', '9', 'Kesinlikle demokrasinin temel bir özelliği', 'Fikri Yok', 'Cevap Yok']",Q249,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Women have the same rights as men.","['Not an essential characteristic of democracy', '2', '3', '4', '5', '6', '7', '8', '9', 'An essential characteristic of democracy']"
Q250,"Sizin, kendiniz için demokratik yönetime sahip bir ülkede yaşamak ne kadar önemlidir? Gene 10 puanlık cetvelde “1” puan “hiç önemi yok”, “10” puan ise “vazgeçilemez önemde” anlamına geliyor.","['Hiç', '2', '3', '4', '5', '6', '7', '8', '9', 'Vazgeçilmez önemde', 'Fikri Yok', 'Cevap Yok']",Q250,How important is it for you to live in a country that is governed democratically? On this scale where 1 means it is “not at all important” and 10 means “absolutely important” what position would you choose?,"['Not at all important', '2', '3', '4', '5', '6', '7', '8', '9', 'Absolutely important']"
Q251,"Peki bizim ülkemiz bugün ne ölçüde demokratik olarak yönetiliyor? Hiç demokratik olarak yönetilmediğini düşünüyorsanız “1”, tamamen demokratik olarak yönetildiğini düşünüyorsanız “10” olmak üzere bir puan veriniz.","['Ülke yönetimi HİÇ demokratik değil', '2', '3', '4', '5', '6', '7', '8', '9', 'Ülke yönetimi TAMAMEN demokratik', 'Fikri Yok', 'Cevap Yok']",Q251,"And how democratically is this country being governed today? Again using a scale from  1 to 10, where 1 means that it is “not at all democratic” and 10 means that it is “completely democratic,” what position would you choose?","['Not at all democratic', '2', '3', '4', '5', '6', '7', '8', '9', 'Completely democratic']"
Q252,"İnsanların bu ülkedeki YÖNETİM SİSTEMİ ile ilgili değişik fikirleri var. Ülkede genel olarak işlerin nasıl gittiği konusunda 1 ile 10 arasında bir puan veriniz. 1 puan işler çok kötü gidiyor, 10 puan ise işler mükemmel gidiyor anlamına gelmektedir.","['Çok kötü', '2', '3', '4', '5', '6', '7', '8', '9', 'Çok iyi', 'Fikri Yok', 'Cevap Yok']",Q252,"On a scale from 1 to 10 where “1” is “not satisfied at all” and “10” is “completely satisfied”, how satisfied are you with how the political system is functioning in your country these days?","['Not satisfied at all', '2', '3', '4', '5', '6', '7', '8', '9', 'Completely satisfied']"
Q253,Bugünlerde ülkemizde insan haklarına ne kadar saygı gösteriliyor? Mesela şu şıklardan hangisine katılırsınız?,"['İnsan haklarına büyük ölçüde saygı gösteriliyor', 'İnsan haklarına biraz saygı gösteriliyor', ' İnsan haklarına pek saygı gösterilmiyor', 'İnsan haklarına hiç saygı gösterilmiyor', 'Fikri Yok', 'Cevap Yok']",Q253,How much respect is there for individual human rights nowadays in this country? Do you feel there is:,"['A great deal of respect for individual human rights', 'Fairly much respect', 'Not much respect', 'No respect at all']"
Q254,Türk olmaktan ne kadar gurur duyuyorsunuz? Şu şıklardan birini seçiniz.,"['Son derece gurur duyuyorum', 'Oldukça gurur duyuyorum', 'Pek gurur duymuyorum', 'Hiç gurur duymuyorum', 'Türk değilim', 'Fikri Yok', 'Cevap Yok']",Q254,How proud are you to be [country’s nationality]?,"['Very proud', 'Quite proud', 'Not very proud', 'Not at all proud', 'I am not [country’s nationality]']"
Q255,Kendinizi şu sayacağım yerlerden en fazla hangisinin bir parçası olarak hissediyorsunuz? Yaşadığınız kasaba veya şehir,"['Çok yakın', 'Yakın', 'Pek yakın değil', 'Hiç yakın değil', 'Fikri Yok', 'Cevap Yok']",Q255,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [village, town or city]","['Very close', 'Close', 'Not very close', 'Not close at all']"
Q256,"Kendinizi şu sayacağım yerlerden en fazla hangisinin bir parçası olarak hissediyorsunuz? Yaşadığınız bölge (Marmara, Karadeniz, Doğu vb.)","['Çok yakın', 'Yakın', 'Pek yakın değil', 'Hiç yakın değil', 'Fikri Yok', 'Cevap Yok']",Q256,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [county, region, district]","['Very close', 'Close', 'Not very close', 'Not close at all']"
Q257,Kendinizi şu sayacağım yerlerden en fazla hangisinin bir parçası olarak hissediyorsunuz? Türkiye,"['Çok yakın', 'Yakın', 'Pek yakın değil', 'Hiç yakın değil', 'Fikri Yok', 'Cevap Yok']",Q257,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Country]","['Very close', 'Close', 'Not very close', 'Not close at all']"
Q258,Kendinizi şu sayacağım yerlerden en fazla hangisinin bir parçası olarak hissediyorsunuz? Avrupa,"['Çok yakın', 'Yakın', 'Pek yakın değil', 'Hiç yakın değil', 'Fikri Yok', 'Cevap Yok']",Q258,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Continent; e.g. Europe, Asia etc.]","['Very close', 'Close', 'Not very close', 'Not close at all']"
Q259,Kendinizi şu sayacağım yerlerden en fazla hangisinin bir parçası olarak hissediyorsunuz? Tüm dünya,"['Çok yakın', 'Yakın', 'Pek yakın değil', 'Hiç yakın değil', 'Fikri Yok', 'Cevap Yok']",Q259,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? World","['Very close', 'Close', 'Not very close', 'Not close at all']"
Q260,Cinsiyetiniz nedir?,"['Erkek', 'Kadın']",Q260,Respondent’s sex:,"[Male', 'Female']"
Q261,Doğum yılınızı söyler misiniz? ..........................,[],Q261,"Can you tell me your year of birth, please?",[]
Q262,(Eğer doğum yılını bilmiyorsa) Peki kaç yaşındasınız? .................................,[],Q262,This means you are __ _____ years old .,[]
Q263,"Siz Türkiye’de mi doğdunuz, yoksa Türkiye’ye göçmen olarak mı geldiniz?","['Türkiye'de doğdu', 'Göçmen olarak gelinmiş']",Q263,Were you born in this country or are you an immigrant to this country?,"['Born in this [country]', 'Immigrant to this [country] (born outside this country)']"
Q264,Anneniz bu ülkeye göçmen olarak mı geldi?,"['Türkiye'de doğdu', 'Göçmen olarak gelinmiş']",Q264,Are your mother immigrant to this country or not?,"['Born in this [country]', 'Immigrant to this [country] (born outside this country)']"
Q265,Babanız bu ülkeye göçmen olarak mı geldi?,"['Türkiye'de doğdu', 'Göçmen olarak gelinmiş']",Q265,Are your father immigrant to this country or not?,"['Born in this [country]', 'Immigrant to this [country] (born outside this country)']"
Q266,"Siz, hangi ülkede doğdunuz?",[],Q266,In which country were you born?,[]
Q267,Anneniz hangi ülkede doğdu?,[],Q267,In which country were your mother born?,[]
Q268,Babanız hangi ülkede doğdu?,[],Q268,In which country were your father born?,[]
Q269,Türkiye Cumhuriyeti vatandaşı mısınız?,"['Evet, TC vatandaşıyım', 'Hayır, TC vatandaşı değilim', 'Cevap Yok']",Q269,Are you a citizen of this country?,"['Yes, I am a citizen of this country.', 'Not, I am not a citizen of this country.']"
Q270,"Siz ve çocuklar dâhil, hanenizde sürekli olarak kaç kişi yaşıyor? ................",[],Q270,"Including yourself, how many people – including children – live here regularly as members of this household?",[]
Q271,Şu anda anneniz veya babanızla veya kayınvalide/kayınpederinizle birlikte mi yaşıyorsunuz?,"[Hayır', 'Evet, kendi annesi-babası', 'Evet, kayınvalide-kayınbabası', 'Evet, hem kendi annesi-babası hem de kayınvalide-kayınbabası', 'Cevap Yok']",Q271,Do you live with your parents or your parents in law?,"['No', 'Yes, own parent(s)', 'Yes, parent(s) in law', 'Yes, both own parent(s) and parent(s) in law']"
Q272,Normalde evde hangi dili veya dilleri konuşursunuz?,[],Q272,What language do you normally speak at home?,[]
Q273,Şu andaki medeni durumunuz aşağıda sayacaklarımdan hangisidir?,"['Evli', 'Evli gibi birlikte yaşamakta', 'Boşanmış', 'Evli fakat eşinden ayrı yaşıyor', 'Eşi ölmüş yani dul', 'Bekâr', 'Fikri Yok', 'Cevap Yok']",Q273,Are you currently,"['Married', 'Living together as married', 'Divorced', 'Separated', 'Widowed', 'Single']"
,,,Q274,Do you have any children? ,[]
Q275,Sizin eğitim durumunuz nedir? En son hangi okul bitirildi veya yarım bırakıldı?,"['Hiç okula gitmedim', 'İlkokuldan ayrıldım', 'İlkokul mezunuyum', 'Ortaokuldan ayrıldım', 'Ortaokul mezunuyum', 'Liseden ayrıldım', 'Lise mezunuyum', 'Üniversiteden ayrıldım', 'Üniversite mezunuyum', 'Lisansüstü (master veya doktora derecem var) ', 'Şu anda lise öğrencisiyim', 'Şu anda üniversite öğrencisiyim', 'Fikri Yok', 'Cevap Yok']",Q275,What is the highest educational level that you have attained?,"['Early childhood education (ISCED 0) / no education', 'Primary education (ISCED 1)', 'Lower secondary education (ISCED 2)', 'Upper secondary education (ISCED 3)', 'Post-secondary non-tertiary education (ISCED 4)', 'Short-cycle tertiary education (ISCED 5)', 'Bachelor or equivalent (ISCED 6) ', 'Master or equivalent (ISCED 7) ', 'Doctoral or equivalent (ISCED 8)']"
