Survey Question ID,Survey Question English Text,Response Option,Total,Male,Female,Up to 29,30-49,50 and more,Married,Single,Divorced,No children,1 child,2 children,3 children,4 or more children,No education,Primary education,Lower secondary,Upper secondary,Bachelor,Full-time employee,Part-time employee,Self-employed,Retired/pensioned,Housewife,Student,Unemployed,Other,Upper class,Upper middle class,Lower middle class,Working class,Lower class
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",2,%3.93,%3.98,%3.89,%3.65,%4.33,%3.57,%3.81,%4.09,%4.84,%4.0,%3.65,%3.57,%3.07,%6.25,%2.89,%2.85,%5.08,%5.13,%4.61,%3.44,%2.04,%5.98,%5.52,%3.76,%5.26,%4.35,%0,%4.0,%4.85,%3.73,%3.99,%2.87
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",3,%8.24,%8.37,%8.11,%6.59,%9.3,%8.28,%8.95,%7.41,%6.45,%7.08,%9.64,%9.86,%8.81,%5.77,%7.94,%9.02,%7.81,%8.03,%7.28,%8.06,%6.12,%8.12,%8.97,%8.5,%9.65,%6.21,%20.0,%4.0,%10.28,%7.85,%6.94,%10.34
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",4,%9.9,%9.36,%10.43,%11.92,%9.12,%8.93,%8.55,%11.88,%16.13,%11.19,%9.64,%9.35,%8.05,%8.17,%9.75,%8.9,%10.16,%10.43,%11.17,%11.41,%10.2,%9.4,%7.59,%7.84,%14.04,%8.7,%10.0,%16.0,%11.16,%10.68,%7.68,%10.92
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",5,%15.86,%15.49,%16.23,%16.13,%15.19,%16.72,%16.03,%15.71,%9.68,%15.5,%17.97,%15.48,%18.77,%11.06,%16.97,%16.67,%16.41,%15.56,%13.59,%15.34,%15.31,%18.8,%11.03,%17.32,%10.53,%16.77,%20.0,%16.0,%16.01,%15.57,%17.13,%12.64
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",6,%14.16,%14.91,%13.41,%14.59,%14.36,%13.31,%13.89,%14.3,%16.13,%15.2,%14.06,%13.1,%13.79,%12.98,%13.72,%14.38,%12.11,%15.21,%14.08,%15.54,%17.35,%13.25,%11.03,%13.56,%11.4,%12.42,%20.0,%0,%13.36,%16.6,%13.88,%10.34
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",7,%12.13,%12.1,%12.17,%11.36,%12.8,%11.85,%12.49,%11.11,%17.74,%11.7,%13.28,%13.61,%9.2,%11.54,%7.94,%13.47,%12.89,%10.94,%12.86,%13.47,%14.29,%7.69,%12.41,%12.09,%7.02,%13.66,%0,%4.0,%12.78,%12.87,%12.56,%8.05
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",8,%10.1,%10.19,%10.02,%10.52,%9.58,%10.55,%10.42,%9.83,%3.23,%10.37,%12.24,%9.52,%9.58,%7.21,%9.75,%10.05,%7.81,%10.26,%11.89,%10.23,%8.16,%10.26,%14.48,%10.46,%7.02,%8.07,%10.0,%16.0,%10.87,%9.4,%10.04,%12.07
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",9,%6.5,%6.79,%6.21,%6.17,%5.8,%8.12,%7.28,%5.49,%4.84,%6.26,%7.03,%7.82,%5.36,%4.33,%6.14,%7.08,%8.2,%5.64,%5.83,%6.19,%5.1,%8.12,%9.66,%5.72,%9.65,%4.97,%10.0,%8.0,%8.52,%5.79,%5.47,%7.47
Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree",Completely agree,%6.09,%5.88,%6.29,%4.63,%6.35,%7.31,%7.08,%4.6,%1.61,%4.0,%5.21,%9.18,%7.28,%7.21,%6.14,%5.59,%7.81,%6.5,%5.34,%4.42,%10.2,%4.7,%8.28,%8.17,%7.02,%4.97,%0,%8.0,%3.38,%5.15,%8.42,%4.6
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",Completely disagree,%9.03,%9.36,%8.69,%8.7,%9.76,%8.12,%7.68,%10.73,%17.74,%10.88,%6.77,%7.31,%9.58,%8.65,%5.78,%8.22,%7.42,%10.77,%11.65,%9.24,%8.16,%10.68,%6.21,%7.84,%8.77,%12.42,%15.0,%20.0,%7.49,%9.27,%11.67,%6.32
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",2,%4.1,%3.98,%4.22,%3.65,%4.97,%3.08,%4.34,%3.58,%4.84,%3.59,%4.69,%4.25,%3.07,%6.25,%2.89,%3.42,%5.47,%4.27,%5.34,%3.74,%1.02,%5.56,%6.9,%3.76,%5.26,%4.35,%5.0,%4.0,%5.14,%3.47,%3.84,%4.6
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",3,%7.37,%6.96,%7.78,%7.71,%7.55,%6.66,%7.41,%7.28,%8.06,%6.78,%7.55,%7.14,%9.58,%7.69,%9.03,%7.76,%5.47,%8.55,%4.85,%7.87,%3.06,%5.56,%5.52,%7.03,%13.16,%7.45,%15.0,%0,%8.66,%6.18,%7.24,%10.92
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",4,%10.19,%9.36,%11.01,%9.4,%9.67,%12.01,%10.55,%9.07,%17.74,%9.45,%12.24,%11.22,%9.2,%8.17,%11.91,%11.07,%9.38,%8.55,%10.19,%10.32,%5.1,%10.26,%5.52,%13.24,%9.65,%6.21,%5.0,%8.0,%9.4,%11.58,%9.45,%10.34
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",5,%16.11,%15.99,%16.23,%18.09,%16.48,%13.15,%14.9,%19.03,%16.13,%18.58,%18.75,%13.44,%13.03,%11.06,%15.88,%15.53,%16.41,%17.78,%15.29,%17.99,%19.39,%14.1,%11.72,%14.87,%14.04,%15.53,%15.0,%8.0,%15.12,%17.25,%16.25,%14.94
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",6,%15.11,%15.16,%15.07,%17.39,%14.0,%14.45,%14.63,%16.6,%8.06,%16.74,%14.32,%15.31,%12.26,%12.02,%15.88,%14.95,%12.89,%15.73,%15.53,%15.83,%15.31,%12.39,%14.48,%15.52,%14.91,%14.91,%10.0,%16.0,%14.98,%16.73,%14.77,%13.22
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",7,%12.01,%12.84,%11.18,%10.38,%12.34,%13.31,%12.56,%10.6,%12.9,%11.09,%12.76,%13.27,%11.49,%12.02,%7.22,%13.01,%11.72,%11.79,%13.35,%11.7,%15.31,%12.39,%14.48,%11.27,%7.02,%13.66,%20.0,%24.0,%13.66,%12.36,%10.34,%9.77
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",8,%9.23,%10.02,%8.44,%9.12,%9.12,%9.58,%9.89,%8.43,%4.84,%8.93,%10.16,%9.86,%8.81,%7.69,%9.03,%9.47,%10.16,%8.03,%10.19,%10.13,%12.24,%11.11,%11.72,%7.03,%7.89,%6.83,%5.0,%12.0,%10.43,%7.85,%10.19,%7.47
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",9,%6.5,%6.05,%6.95,%5.33,%6.08,%8.6,%7.35,%4.98,%4.84,%4.62,%7.03,%8.16,%8.43,%7.21,%6.14,%7.42,%8.59,%5.3,%5.1,%5.11,%7.14,%6.84,%13.1,%7.19,%8.77,%3.73,%10.0,%4.0,%7.34,%7.72,%4.58,%7.47
Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree",Completely agree,%6.46,%7.04,%5.88,%5.75,%6.81,%6.66,%7.08,%5.49,%0,%5.34,%3.12,%7.14,%11.49,%9.62,%7.94,%6.16,%8.98,%6.32,%4.37,%5.51,%9.18,%8.55,%6.9,%7.19,%2.63,%7.45,%0,%0,%5.29,%6.18,%7.53,%6.32
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",Completely disagree,%13.62,%14.0,%13.25,%13.18,%14.64,%12.34,%12.42,%15.2,%20.97,%14.78,%9.38,%12.24,%16.48,%16.35,%8.66,%11.87,%15.62,%15.73,%16.75,%13.18,%15.31,%16.24,%11.72,%11.76,%16.67,%18.01,%15.0,%24.0,%12.78,%12.36,%14.48,%16.09
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",2,%6.79,%6.88,%6.71,%7.71,%6.81,%5.68,%5.48,%8.56,%14.52,%7.7,%4.95,%6.97,%6.9,%5.29,%3.25,%6.39,%5.86,%8.03,%8.98,%5.6,%3.06,%11.97,%7.59,%5.39,%14.04,%6.83,%10.0,%12.0,%9.25,%5.41,%5.76,%8.05
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",3,%9.61,%10.11,%9.11,%9.54,%10.04,%8.93,%9.75,%9.45,%6.45,%9.14,%10.42,%9.69,%9.2,%10.58,%8.3,%9.93,%11.72,%9.4,%8.5,%9.34,%2.04,%12.39,%11.03,%9.8,%9.65,%10.56,%10.0,%8.0,%12.48,%9.91,%7.68,%6.32
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",4,%10.89,%10.77,%11.01,%10.94,%10.68,%11.2,%11.16,%10.34,%11.29,%9.65,%13.54,%12.93,%6.9,%11.06,%12.64,%12.79,%8.2,%10.43,%8.25,%11.6,%7.14,%10.26,%10.34,%10.78,%10.53,%11.8,%5.0,%4.0,%8.37,%13.0,%11.82,%10.92
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",5,%15.49,%14.83,%16.14,%14.45,%16.85,%14.29,%15.56,%15.07,%14.52,%16.22,%19.27,%13.78,%13.79,%12.02,%18.05,%15.53,%18.36,%14.36,%13.83,%16.32,%18.37,%12.82,%11.72,%16.99,%10.53,%14.29,%15.0,%12.0,%14.24,%16.22,%16.4,%14.37
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",6,%13.17,%13.5,%12.83,%13.18,%13.35,%12.82,%13.16,%13.67,%9.68,%13.86,%13.8,%13.27,%11.88,%10.1,%11.91,%11.64,%10.55,%14.87,%16.02,%13.37,%19.39,%11.97,%15.17,%12.58,%11.4,%11.8,%20.0,%8.0,%10.28,%15.57,%13.44,%13.79
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",7,%10.43,%11.35,%9.52,%11.92,%9.39,%10.55,%10.35,%10.47,%9.68,%11.09,%10.94,%10.37,%8.05,%9.62,%11.19,%10.27,%8.59,%10.09,%11.89,%11.9,%10.2,%5.56,%11.72,%9.48,%13.16,%8.7,%10.0,%4.0,%11.01,%11.33,%11.23,%5.17
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",8,%8.16,%7.54,%8.77,%7.01,%8.56,%8.77,%9.69,%5.75,%3.23,%6.16,%9.38,%9.18,%11.11,%8.65,%9.03,%9.13,%7.81,%7.52,%6.55,%8.95,%1.02,%8.97,%6.9,%8.99,%3.51,%8.07,%5.0,%16.0,%9.54,%7.85,%6.5,%10.34
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",9,%5.96,%5.97,%5.96,%6.59,%4.97,%6.98,%6.28,%5.62,%8.06,%5.95,%5.47,%6.63,%6.51,%4.33,%4.69,%7.08,%7.42,%5.81,%3.88,%5.51,%12.24,%5.98,%6.9,%6.05,%4.39,%6.21,%0,%12.0,%7.34,%5.28,%5.32,%8.05
Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree",Completely agree,%3.69,%3.65,%3.73,%3.51,%2.85,%5.36,%3.87,%3.7,%0,%3.49,%1.82,%3.4,%6.51,%5.29,%6.86,%3.31,%3.91,%2.39,%3.88,%3.15,%6.12,%3.85,%5.52,%4.08,%3.51,%0.62,%10.0,%0,%3.52,%2.45,%4.58,%4.6
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",A lot worse off,%1.61,%1.49,%1.74,%1.12,%1.57,%2.27,%2.2,%0.77,%0,%0.62,%2.34,%1.02,%1.92,%6.25,%5.42,%1.14,%0.78,%0.85,%1.7,%1.08,%0,%2.14,%3.45,%2.45,%1.75,%0.62,%0,%4.0,%0.88,%1.42,%2.36,%1.72
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",2,%1.24,%0.99,%1.49,%0.98,%0.92,%2.11,%1.54,%0.77,%0,%0.82,%0.52,%1.36,%2.3,%2.88,%1.81,%1.6,%1.56,%0.51,%0.97,%1.08,%1.02,%0.85,%1.38,%1.8,%0.88,%0,%5.0,%4.0,%1.03,%0.64,%1.62,%2.87
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",3,%3.81,%2.9,%4.72,%3.09,%3.78,%4.71,%4.21,%3.19,%0,%2.98,%3.65,%2.55,%7.28,%7.21,%6.14,%3.54,%2.73,%4.1,%2.91,%3.54,%3.06,%2.99,%5.52,%4.25,%3.51,%3.11,%5.0,%8.0,%4.26,%2.96,%3.25,%6.9
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",4,%6.0,%5.72,%6.29,%5.89,%5.43,%7.14,%6.28,%4.6,%9.68,%4.93,%5.47,%6.12,%7.28,%10.1,%7.94,%6.51,%6.25,%5.98,%3.64,%5.51,%10.2,%5.13,%5.52,%7.19,%5.26,%3.73,%15.0,%8.0,%4.55,%8.49,%5.02,%5.17
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",5,%13.37,%14.08,%12.67,%12.62,%15.56,%10.39,%14.23,%12.9,%8.06,%12.73,%15.89,%12.93,%16.09,%9.62,%10.11,%15.64,%14.84,%10.94,%13.59,%13.96,%13.27,%13.25,%6.21,%14.38,%10.53,%14.91,%15.0,%8.0,%13.22,%13.9,%14.18,%9.77
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",6,%15.69,%16.16,%15.23,%15.43,%15.75,%15.91,%16.23,%14.81,%16.13,%15.81,%16.41,%17.69,%10.73,%14.42,%15.52,%15.87,%15.23,%14.87,%16.5,%17.11,%13.27,%11.97,%22.07,%15.03,%9.65,%14.91,%20.0,%12.0,%16.45,%18.79,%11.82,%14.37
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",7,%16.15,%16.98,%15.31,%17.39,%15.38,%16.07,%15.5,%17.24,%14.52,%16.84,%15.36,%15.82,%17.62,%13.46,%15.16,%16.32,%11.72,%19.32,%14.81,%17.31,%21.43,%13.25,%14.48,%15.36,%18.42,%14.91,%5.0,%16.0,%16.59,%17.37,%15.95,%11.49
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",8,%16.98,%15.82,%18.13,%15.57,%17.13,%18.34,%17.23,%16.09,%19.35,%17.15,%17.97,%19.56,%14.18,%10.58,%15.16,%18.04,%15.23,%17.61,%16.26,%16.52,%14.29,%20.51,%20.69,%17.16,%14.04,%13.66,%20.0,%20.0,%15.86,%16.86,%18.61,%19.54
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",9,%9.11,%10.02,%8.2,%9.26,%9.3,%8.6,%8.28,%11.37,%8.06,%10.27,%8.59,%9.18,%5.75,%8.65,%6.14,%8.45,%11.72,%9.91,%9.95,%7.77,%5.1,%16.67,%9.66,%7.52,%14.04,%11.8,%5.0,%4.0,%12.63,%7.85,%7.83,%9.77
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",A lot better off,%14.66,%14.66,%14.65,%16.83,%14.27,%12.82,%12.96,%16.86,%22.58,%16.53,%12.5,%13.44,%14.56,%13.46,%14.08,%11.76,%17.19,%15.21,%18.69,%15.04,%18.37,%12.39,%8.97,%12.75,%21.93,%20.5,%10.0,%16.0,%13.36,%11.45,%18.17,%16.67
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,Not at all important,%1.08,%0.91,%1.24,%1.26,%1.1,%0.81,%1.0,%1.02,%3.23,%1.54,%1.04,%0.68,%0.77,%0.48,%1.08,%0.91,%0.39,%0.85,%2.18,%1.18,%0,%1.28,%2.07,%0.33,%2.63,%1.24,%5.0,%4.0,%0.44,%0.39,%2.22,%1.15
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,2,%0.87,%0.83,%0.91,%0.56,%0.83,%1.3,%1.0,%0.64,%0,%0.82,%2.08,%0.51,%0.77,%0,%2.53,%0.8,%0.39,%0.34,%0.97,%0.69,%0,%1.28,%1.38,%1.14,%1.75,%0,%0,%0,%0.29,%0.13,%2.22,%1.72
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,3,%1.33,%1.24,%1.41,%1.54,%1.01,%1.62,%1.14,%1.53,%4.84,%1.44,%2.08,%0.68,%1.15,%1.44,%1.08,%1.48,%1.56,%0.51,%1.94,%1.67,%1.02,%0.85,%1.38,%1.14,%0,%1.24,%5.0,%0,%1.91,%1.16,%0.74,%1.72
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,4,%2.69,%2.49,%2.9,%3.65,%2.49,%1.95,%2.27,%3.58,%1.61,%3.49,%2.86,%1.53,%3.45,%0.96,%1.81,%2.17,%2.73,%3.42,%3.4,%3.44,%2.04,%0.43,%0.69,%2.45,%5.26,%2.48,%5.0,%0,%1.32,%5.41,%1.48,%1.15
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,5,%8.2,%8.2,%8.2,%8.84,%8.1,%7.63,%8.15,%7.92,%11.29,%8.42,%11.72,%5.78,%6.51,%9.62,%7.22,%7.65,%9.77,%9.06,%7.52,%8.55,%11.22,%5.56,%4.83,%8.99,%7.02,%8.7,%10.0,%8.0,%9.69,%9.01,%5.91,%6.32
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,6,%9.94,%10.6,%9.27,%10.94,%9.39,%9.74,%8.28,%12.52,%12.9,%12.63,%9.11,%8.5,%6.9,%6.73,%8.3,%9.7,%11.33,%8.89,%12.14,%10.91,%9.18,%9.4,%6.9,%9.31,%10.53,%11.8,%0,%20.0,%11.45,%13.64,%5.61,%5.75
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,7,%10.06,%10.27,%9.85,%10.38,%10.68,%8.6,%9.15,%11.11,%12.9,%12.32,%9.64,%9.69,%6.13,%6.25,%8.3,%10.05,%7.42,%12.31,%9.95,%11.6,%6.12,%7.26,%11.72,%9.15,%9.65,%10.56,%5.0,%16.0,%12.19,%10.68,%7.68,%6.9
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,8,%11.47,%11.68,%11.26,%10.66,%11.69,%12.01,%11.56,%11.37,%9.68,%11.7,%13.54,%11.56,%7.28,%11.54,%10.83,%11.42,%10.55,%10.6,%13.83,%11.8,%14.29,%11.54,%15.17,%10.78,%6.14,%11.8,%5.0,%8.0,%12.78,%12.74,%10.19,%10.92
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,9,%8.94,%8.62,%9.27,%8.56,%10.22,%7.14,%9.15,%8.56,%16.13,%8.52,%10.94,%9.69,%8.81,%5.29,%8.66,%8.56,%10.16,%9.23,%8.98,%9.54,%9.18,%7.26,%9.66,%8.66,%11.4,%8.07,%0,%12.0,%9.69,%9.65,%8.27,%9.2
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,Very important,%44.72,%44.74,%44.7,%42.22,%44.11,%48.7,%47.83,%40.49,%27.42,%37.99,%36.98,%51.19,%57.09,%56.73,%49.1,%46.8,%44.53,%44.44,%38.11,%40.22,%46.94,%55.13,%46.21,%46.9,%43.86,%42.24,%65.0,%32.0,%40.09,%36.94,%55.1,%55.17
Q165,"Which, if any, of the following do you believe in? God",Yes,%94.45,%95.03,%93.87,%94.11,%94.94,%93.99,%94.46,%94.38,%90.32,%93.53,%91.67,%96.43,%95.4,%97.12,%93.86,%95.32,%95.31,%94.7,%92.48,%94.99,%97.96,%94.02,%93.79,%94.61,%87.72,%95.03,%95.0,%92.0,%96.92,%96.14,%90.84,%94.83
Q165,"Which, if any, of the following do you believe in? God",No,%4.64,%4.39,%4.88,%4.21,%4.42,%5.52,%4.88,%4.34,%6.45,%5.13,%7.81,%2.89,%3.83,%2.4,%5.78,%4.0,%3.12,%4.27,%6.55,%4.52,%0,%5.13,%5.52,%4.25,%11.4,%3.73,%5.0,%8.0,%2.5,%3.6,%7.83,%4.6
Q166,"Which, if any, of the following do you believe in? Life after death",Yes,%91.76,%91.8,%91.72,%90.32,%92.91,%91.4,%93.05,%89.4,%83.87,%89.63,%92.45,%93.03,%93.87,%94.23,%91.7,%93.04,%92.97,%90.77,%90.29,%92.43,%89.8,%91.88,%92.41,%92.65,%84.21,%90.68,%90.0,%88.0,%94.86,%92.02,%90.1,%94.83
Q166,"Which, if any, of the following do you believe in? Life after death",No,%6.0,%6.05,%5.96,%6.73,%5.16,%6.66,%5.21,%7.41,%11.29,%7.6,%5.99,%4.59,%4.6,%4.33,%5.78,%4.79,%5.86,%7.01,%7.28,%5.9,%6.12,%6.41,%6.9,%4.41,%14.04,%5.59,%10.0,%12.0,%4.11,%6.44,%7.24,%4.02
Q167,"Which, if any, of the following do you believe in? Hell",Yes,%90.6,%90.89,%90.31,%88.22,%90.79,%93.02,%92.12,%87.87,%80.65,%88.4,%89.58,%91.5,%93.87,%96.15,%92.06,%92.69,%91.02,%88.38,%88.35,%89.09,%94.9,%92.31,%95.17,%91.18,%86.84,%90.68,%95.0,%92.0,%95.59,%82.88,%93.21,%95.4
Q167,"Which, if any, of the following do you believe in? Hell",No,%7.91,%7.46,%8.36,%9.68,%7.92,%5.84,%6.75,%9.96,%16.13,%9.65,%9.38,%6.8,%5.36,%3.37,%6.5,%6.05,%7.03,%9.57,%10.68,%9.93,%1.02,%5.56,%4.83,%7.19,%12.28,%6.21,%5.0,%8.0,%3.67,%15.83,%5.02,%1.72
Q168,"Which, if any, of the following do you believe in? Heaven",Yes,%91.22,%91.8,%90.65,%89.06,%91.8,%92.69,%92.72,%88.76,%80.65,%89.43,%90.62,%91.84,%93.87,%95.67,%92.06,%93.38,%91.8,%89.23,%88.59,%89.97,%94.9,%93.16,%95.86,%91.34,%87.72,%91.3,%95.0,%96.0,%96.18,%83.4,%93.65,%97.13
Q168,"Which, if any, of the following do you believe in? Heaven",No,%7.25,%6.71,%7.78,%8.42,%6.91,%6.49,%6.28,%8.68,%16.13,%8.32,%8.33,%6.63,%5.75,%3.85,%6.5,%5.48,%6.64,%8.55,%10.19,%8.95,%2.04,%5.13,%4.14,%6.86,%10.53,%5.59,%5.0,%4.0,%3.08,%15.32,%4.58,%0.57
